"3A_Code","Taxonomic_Code","Identifier","Name_En","Name_Fr","Name_Es","Name_Ar","Name_Cn","Name_Ru","Scientific_Name","Author","Major_Group","Yearbook_Group_En","Yearbook_Group_Fr","Yearbook_Group_Es","Yearbook_Group_Ar","Yearbook_Group_Cn","Yearbook_Group_Ru","ISSCAAP_Group_En","ISSCAAP_Group_Fr","ISSCAAP_Group_Es","ISSCAAP_Group_Ar","ISSCAAP_Group_Cn","ISSCAAP_Group_Ru","CPC_Class_En","CPC_Class_Fr","CPC_Class_Es","CPC_Class_Ar","CPC_Class_Cn","CPC_Class_Ru","CPC_Group_En","CPC_Group_Fr","CPC_Group_Es","CPC_Group_Ar","CPC_Group_Cn","CPC_Group_Ru"
"URQ","230019000207","19338","Rugose squat lobster","Galathée rugueuse","Xinxa","","","","Munida rugosa","(Fabricius 1775)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","King crabs, squat-lobsters","Crabes royaux, galatées","Cangrejos reales, galateidos","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"YGM","231013000302","19339","Marbled rock crab","Grapse marbré","Juyón","","","","Pachygrapsus marmoratus","(Fabricius 1787)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"QPX","2280120018XX","19340","Palaemon shrimps nei","Bouquets Palaemon nca","Camarones Palaemon nep","","","","Palaemon spp","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Shrimps, prawns","Crevettes","Gambas, camarones","","","","Other shrimps and prawns, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"KLV","230020012307","19341","","","Centolla peruana","","","","Paralomis longipes","Faxon 1893","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","King crabs, squat-lobsters","Crabes royaux, galatées","Cangrejos reales, galateidos","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"NRY","2280010017XX","19342","Parapenaeus shrimps nei","Crevettes Parapenaeus nca","Camarones Parapenaeus nep","","","","Parapenaeus spp","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Shrimps, prawns","Crevettes","Gambas, camarones","","","","Other shrimps and prawns, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"NBZ","231045000201","19343","Nimble spray crab","","Araña plana","","","","Percnon gibbesi","H. Milne Edwards 1853","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"UIS","231045000101","19344","Tidal spray crab","","Cangrejo blanco","","","","Plagusia depressa","(Fabricius 1775)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"WPX","2280290006XX","19345","Pleoticus shrimps nei","Salicoques Pleoticus nca","Camarones Pleoticus nep","","","","Pleoticus spp","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Shrimps, prawns","Crevettes","Gambas, camarones","","","","Other shrimps and prawns, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"XKX","2280040032XX","19346","Plesionika shrimps nei","Crevettes Plesionika nca","Camarones Plesionika nep","","","","Plesionika spp","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Shrimps, prawns","Crevettes","Gambas, camarones","","","","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"ZPE","213005000102","19347","Pacific goose barnacle","Pouce-pied du Pacifique","Percebe del Pacífico","","","","Pollicipes elegans","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Miscellaneous marine crustaceans","Crustacés marins divers","Crustáceos marinos diversos","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"ZPP","213005000103","19348","Leaf barnacle","Pouce-pied canadien","Percebe canadiense","","","","Pollicipes polymerus","Sowerby 1833","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Miscellaneous marine crustaceans","Crustacés marins divers","Crustáceos marinos diversos","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"QPH","231011020001","19349","Henslow’s swimming crab","Crabe à sardine","Patelo","","","","Polybius henslowii","Leach 1820","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"QAI","231011020101","19350","","","Cangrejo mandarín","","拥剑梭子蟹","","Monomia haanii","(Schmitt 1858)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
